instance_id,dialogue_id,turn_id,system_context,user_utterance,annotator_id,annotation_pass,source_annotator_id,label,notes,workbook
mw22_PMUL3384.json_10,PMUL3384.json,10,"I don't have a map, but the address is 265 Milton Rd. Their phone number is 01223425478.","OK, that's all that I need. Thank you for being so helpful!",adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_PMUL3814.json_2,PMUL3814.json,2,There are 21 guesthouses offering free wifi. Do you have a price range?,It should be cheap and include free parking.,adesanym,initial,,INFORM_CONSTRAINT,,adesanym_annotation.xlsx
mw22_PMUL2750.json_14,PMUL2750.json,14,"OKay, we have the gonville hotel in the centre and the lensfield hotel in the south.","Thanks, I just searched online for it, looks great, please book me for 8 people, 3 nights starting Tuesday.",adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_PMUL1040.json_2,PMUL1040.json,2,The Place is a nightclub in the South. Would you like their phone number or address?,"Yes. I want the address, postcode and phone number.",adesanym,initial,,CONFIRM_ACCEPT,,adesanym_annotation.xlsx
mw22_MUL1044.json_14,MUL1044.json,14,Is there anything else I can help you with?,"No, that was everything I needed. Thank You!",adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_PMUL2228.json_16,PMUL2228.json,16,Sure. What day would you like to go?,The same day.,adesanym,initial,,CORRECT_CLARIFY,Ambiguous mixed intent; selected CORRECT_CLARIFY via tie break order. Also considered: CONFIRM_ACCEPT.,adesanym_annotation.xlsx
mw22_MUL0044.json_10,MUL0044.json,10,"Before we make your restaurant reservation, let's take care of the hotel. What day are you arriving, how many nights are you staying, and how many people?",It's just me. I am arriving Sunday and staying one night. Can you provide the phone number for the restaurant?,adesanym,initial,,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_WOZ20548.json_6,WOZ20548.json,6,Their phone number is 01223 355166.,ok thank you good bye,adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_MUL1235.json_2,MUL1235.json,2,"There are 22 results for Indian restaurants, do you have a particular price range in mind, or area you'd like to dine in?",How about a cheap indian restaurant located in the north please.,adesanym,initial,,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_MUL0939.json_2,MUL0939.json,2,I can help you with that. There are over 100 restaurants in Cambridge. Are you in the mood for a particular food? Or would you like a certain area?,"Yes, I would like an expensive restaurant that serves Indian food.",adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_PMUL0793.json_6,PMUL0793.json,6,"Great. The TR2557 arrives by 12:55, so I have booked it for 6 people. Your reference number is X56LPMKM . Is there anything else I can help you with today?",I am also looking for a expensive restaurant that serves south african food.,adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_MUL0014.json_4,MUL0014.json,4,The Lensfield Hotel is the only expensive hotel in the south area. Would you like any more information on this location?,That is perfect can you book that for me please.,adesanym,initial,,CONFIRM_ACCEPT,"Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: REQUEST, INFORM_CONSTRAINT.",adesanym_annotation.xlsx
mw22_MUL1915.json_2,MUL1915.json,2,Sure what is the departure site?,I will be leaving from Cambridge.,adesanym,initial,,CORRECT_CLARIFY,Ambiguous mixed intent; selected CORRECT_CLARIFY via tie break order. Also considered: CONFIRM_ACCEPT.,adesanym_annotation.xlsx
mw22_SNG02095.json_2,SNG02095.json,2,I can help with that! What time do you need to leave or arrive by?,I need to leave after 17:00.,adesanym,initial,,INFORM_CONSTRAINT,,adesanym_annotation.xlsx
mw22_PMUL2886.json_8,PMUL2886.json,8,There are no nightclubs in the west. Another type or place perhaps?,"Well, could you look for a college?",adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_MUL1465.json_10,MUL1465.json,10,That train leaves Cambridge at 14:34.,"Thank you, I appreciate it. I also need some help finding an African restaurant.",adesanym,initial,,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: SOCIAL.,adesanym_annotation.xlsx
mw22_MUL2614.json_6,MUL2614.json,6,The Alexander bed and breakfast is a 4 star guesthouse at 56 saint barnabas road in the centre.,Thanks! I'm also looking for an architecture type place in the west. Can you help me?,adesanym,initial,,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: SOCIAL.,adesanym_annotation.xlsx
mw22_MUL0011.json_24,MUL0011.json,24,"Wonderful, your taxi is booked. It will be a yellow ford and the contact number is 07822741112. Is there anything else I can help you with?",That's it thanks!,adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_MUL0407.json_10,MUL0407.json,10,The train ID is TR8364. How many tickets do you need?,"Just one ticket, please.",adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL4062.json_16,PMUL4062.json,16,"I was able to book it, reference number is 4IOG1MD6 .","Great. I was also interested in getting a taxi, can you help me with that?",adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL0595.json_8,PMUL0595.json,8,"What day would you like your train to leave? Also what time, and where will you be departing from?",i want to leave on monday and arrive by 8,adesanym,initial,,INFORM_CONSTRAINT,,adesanym_annotation.xlsx
mw22_MUL0526.json_8,MUL0526.json,8,"There are 404 trains that day, what destinations do you need?","I am looking to depart cambridge, head to ely, and arrive by 18:30",adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_MUL1765.json_10,MUL1765.json,10,I have 11 different museums. Might I suggest the Primavera. It just began displaying a new set of exhibits. Would you like more info on it?,"I need the phone number, postcode, and address.",adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_MUL1141.json_2,MUL1141.json,2,"Certainly. The Cambridge Belfry is located on the westside, address is back lane, cambourne, postcode cb236bw. The phone number is 01954714600. do you need more information?",Can I get the price range for the restaurant?,adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL3698.json_2,PMUL3698.json,2,"There's a lot to do in the south. There's a cinema, entertainment, museum, nightclub, park, and theatre. What sounds good to you?",Maybe we can do a picnic in the park. Can you tell me about what's available?,adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL2062.json_8,PMUL2062.json,8,The Yu Garden has fabulous food. Can I book a table there for you?,"I'm sorry, could I get the postcode to Cambridge Artworks?",adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_SNG01332.json_2,SNG01332.json,2,Where would you like to go to?,I need to get to restaurant two two,adesanym,initial,,CORRECT_CLARIFY,Ambiguous mixed intent; selected CORRECT_CLARIFY via tie break order. Also considered: CONFIRM_ACCEPT.,adesanym_annotation.xlsx
mw22_MUL2469.json_6,MUL2469.json,6,Little Seoul is on 108 Regent Street City Centre. Would you like a reservation?,No thank you. Can you provide me with their phone number?,adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL1359.json_10,PMUL1359.json,10,What about a museum? The regency gallery is amazing and it's free!,Sounds good. Can I get the phone number and postcode?,adesanym,initial,,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: CONFIRM_ACCEPT.,adesanym_annotation.xlsx
mw22_MUL1478.json_10,MUL1478.json,10,"Sure, I can book you on TR0162 arriving by 7:56. Will this be a reservation for 1 also?","Yes, this will be for one person only. Thank you very much",adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_SNG0997.json_4,SNG0997.json,4,The Aylesbray Lodge Guesthouse and The Bridge Guesthouse are in the south area with a moderate price range and both have free wifi. Can I book one of these for you?,"Yes, please. Either one sounds perfect!",adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: REQUEST.,adesanym_annotation.xlsx
mw22_SSNG0301.json_8,SSNG0301.json,8,I booked for you a room at arbury lodge guesthouse. It has parking slots and free wifi. Do you need anything else?,I need a reference number for that booking!,adesanym,initial,,CONFIRM_ACCEPT,"Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: REQUEST, INFORM_CONSTRAINT.",adesanym_annotation.xlsx
mw22_PMUL4784.json_2,PMUL4784.json,2,"There are four to choose from. Do you prefer the north, south, or west?",Any area is fine I just need info for anyplace where a booking is available.,adesanym,initial,,CONFIRM_ACCEPT,"Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: REQUEST, INFORM_CONSTRAINT.",adesanym_annotation.xlsx
mw22_WOZ20250.json_4,WOZ20250.json,4,Little Seoul is a korean restaurant in the centre of town. Would you like their phone number?,"Yes, and their address.",adesanym,initial,,CONFIRM_ACCEPT,,adesanym_annotation.xlsx
mw22_MUL0435.json_10,MUL0435.json,10,There is a train leaving at 5:06 and arriving at 05:56 for 13.20 pounds. Would you like me to book this for you?,Yes please book it for 8 people and give me the reference number,adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_PMUL0925.json_12,PMUL0925.json,12,Done! Your table will be reserved for 15 minutes. The reference number is YKX6V4O8 . Can I help you with anything else?,Thanks. I also need train information for Wednesday with an arrival by 16:15.,adesanym,initial,,INFORM_CONSTRAINT,Ambiguous mixed intent; selected INFORM_CONSTRAINT via tie break order. Also considered: SOCIAL.,adesanym_annotation.xlsx
mw22_MUL1216.json_4,MUL1216.json,4,Chiquito Restaurant Bar fits that criteria. Would you like to make a reservation?,"Yes, please. 7 people at 18:30 on tuesday.",adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_PMUL4307.json_2,PMUL4307.json,2,we got 11. do you have any rating preference?,I would like a guesthouse with free parking and a 4 star rating.,adesanym,initial,,INFORM_CONSTRAINT,,adesanym_annotation.xlsx
mw22_PMUL4996.json_14,PMUL4996.json,14,The travel time is 51 minutes.,What time does it depart?,adesanym,initial,,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_PMUL3537.json_22,PMUL3537.json,22,"I booked you at alexander bed and breakfast, your confirmation # is PJ2XG4CP . Anything else?",Thank you very much. that should be all.,adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_MUL2030.json_12,MUL2030.json,12,The post code of the alpha-milton guest house is cb41xa. Is there anything else I can assist you with today?,"No, I believe that is everything. Thank you.",adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_MUL0061.json_6,MUL0061.json,6,Yes I found five restaurants in the west four in the expensive range and one in the moderate price range.,"Can you give me the address, price range, and phone number of the best one?",adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL2253.json_8,PMUL2253.json,8,"I regret to inform you: there are sports attractions nearby of any kind, sorry.",Are there any museums nearby?,adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_MUL1484.json_4,MUL1484.json,4,"I'm sorry, there are no spots available on that day and time. Is there another time or day you would like perhaps?",Well I'm also looking for a train. Can you coordinate a time with a departure from cambride on sunday?,adesanym,initial,,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: CONFIRM_ACCEPT.,adesanym_annotation.xlsx
mw22_PMUL0729.json_8,PMUL0729.json,8,I think you'll be most happy with TR5870. It arrives in Cambridge at 8:43. Would you like me to book this for you?,"No thank you, not at this time. Could you tell me the price?",adesanym,initial,,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: CORRECT_CLARIFY.,adesanym_annotation.xlsx
mw22_PMUL0169.json_20,PMUL0169.json,20,"Okay, you got it! The reference number for your reservation is 96EQ4JSI",Thank you! That is all I need.,adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_SNG1008.json_4,SNG1008.json,4,"Your booking was successful, reference number is 8T4AJ6P9, 1 person for 5 nights starting Tuesday at the El Shaddai. Can I help you with anything else?","Nope, that'll do it. Thanks for your help!",adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_PMUL4618.json_6,PMUL4618.json,6,"Ok, you're all set, the table will be reserved for 15 minutes and your reference number is : 48QP48K1 . Can I help you with anything else?",Thanks for handling the restaurant. I will have time to check out the town. Do you have multiple sports in the same area as the restaurant?,adesanym,initial,,REQUEST,"Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: INFORM_CONSTRAINT, SOCIAL.",adesanym_annotation.xlsx
mw22_PMUL3111.json_10,PMUL3111.json,10,The express by holiday inn cambridge is a 2 star hotel in the east area that is expensive. It has wifi and parking. Would you like to make a reservation?,yes please. book it for 3 people and 3 nights starting from friday.,adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_MUL0739.json_6,MUL0739.json,6,There are no cheap hotels available with 3 stars and free parking. Do you want to try a different price range?,What about cheap 4 star hotels?,adesanym,initial,,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_SSNG0257.json_2,SSNG0257.json,2,There are two hotel and one guesthouse that match what you are looking for. Do you have a price range?,"Yes, I am looking in the expensive price range. Also, I would need free parking.",adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_MUL1168.json_4,MUL1168.json,4,Absolutely. There is no entrance fee for the Broughton House Gallery and the postcode is cb11ln.,Thank you! Are there any guesthouses nearby?,adesanym,initial,,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: SOCIAL.,adesanym_annotation.xlsx
mw22_SNG1108.json_2,SNG1108.json,2,I'm afraid that we don't have that type of attraction in the centre of town. Perhaps somewhere else? or a different type of attraction?,"Sure, is there a nightclub in that part of town?",adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: REQUEST.,adesanym_annotation.xlsx
mw22_PMUL2211.json_12,PMUL2211.json,12,"Yes, I am happy to book you at Dojo. What time would you like to book and for how many people in the party?","Whenever is fine, just for me.",adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL0640.json_16,PMUL0640.json,16,"There are several to choose from. There's Pizze Hut City Centre, Ask, and also Zizzi Cambridge. Does one of those sound good?",Can you pick one for me?,adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL0409.json_10,PMUL0409.json,10,Booking was successful for sunday. Your reference number is U44ODKGT . Do you need help with anything else?,Are there any good cheap places to eat in the same area?,adesanym,initial,,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_PMUL3175.json_12,PMUL3175.json,12,Both of the hotels have free parking.,Thank you. That's all I need.,adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_PMUL3101.json_10,PMUL3101.json,10,What day would you like to travel and when do you want to leave?,I would like to leave on Wednesday and the train should leave after 09:00.,adesanym,reannotation,dhiraajd,INFORM_CONSTRAINT,,adesanym_annotation.xlsx
mw22_SSNG0233.json_8,SSNG0233.json,8,Sorry no rooms available. How about another hotel?,Can you try another hotel in the same price range?,adesanym,reannotation,dhiraajd,REQUEST,,adesanym_annotation.xlsx
mw22_MUL1083.json_10,MUL1083.json,10,"The cherry hinton water play park is at cherry hinton hall, cherry hinton road, cb18dw, it is free to enter.Phone number 01223446100. Can I help you with anything else?",Yes I also need a taxi to commute between the two.,adesanym,reannotation,dhiraajd,CONFIRM_ACCEPT,,adesanym_annotation.xlsx
mw22_MUL1543.json_6,MUL1543.json,6,I'm sorry. That time is unavailable as well.,Can you help me find a train going to Stevenage and leaving Thursday instead?,adesanym,reannotation,dhiraajd,CORRECT_CLARIFY,Ambiguous mixed intent; selected CORRECT_CLARIFY via tie break order. Also considered: REQUEST.,adesanym_annotation.xlsx
mw22_PMUL2939.json_4,PMUL2939.json,4,It is located at 53-57 Lensfield Road.,Can I get the postal code for that hotel?,adesanym,reannotation,dhiraajd,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL3955.json_4,PMUL3955.json,4,TR5517 will leave at 08:01 and arrive by 09:01. Would you like to book seats?,"That's leaving from Cambridge, right? If so, then yes, book me one seat, and give me the reference number, thanks!",adesanym,reannotation,dhiraajd,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: CONFIRM_ACCEPT.,adesanym_annotation.xlsx
mw22_PMUL0373.json_20,PMUL0373.json,20,"I booked you at cityroomz your confirmation number is MM913RGM, anything else today?","Please have a taxi take me from my hotel to the restaurant, arriving in time for my reservation. And give me the booking info",adesanym,reannotation,dhiraajd,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: REQUEST.,adesanym_annotation.xlsx
mw22_SNG1397.json_4,SNG1397.json,4,There are 5 located in the centre. Would you prefer one that is free?,Sure! Which one do you recommend?,adesanym,reannotation,dhiraajd,REQUEST,,adesanym_annotation.xlsx
mw22_MUL2397.json_12,MUL2397.json,12,How about Queen's College? It is on the west side of town. The phone number is 01223335511 and address is Silver Street.,Yes! I would also like to book a taxi.,adesanym,reannotation,dhiraajd,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: REQUEST.,adesanym_annotation.xlsx
mw22_MUL0280.json_14,MUL0280.json,14,You're quite welcome! Is there anything else I can help you with today?,"No, that'll be all. Thank you, again.",adesanym,reannotation,dhiraajd,SOCIAL,,adesanym_annotation.xlsx
mw22_PMUL0900.json_6,PMUL0900.json,6,It appears that the Curry Garden meets your needs! Would you like me to book that for you?,"Yes, please make reservations for 5 people at 16:45 on Monday.",adesanym,reannotation,dhiraajd,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_PMUL2446.json_8,PMUL2446.json,8,"They is no phone information given, can I help with anything else?","Yes, i am looking for places to visit on the east side of town.",adesanym,reannotation,dhiraajd,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_SSNG0174.json_2,SSNG0174.json,2,I have 33 restaurants that meet that criteria. Is there a certain type of food you are looking for?,I want one that serves light bites.,adesanym,reannotation,dhiraajd,CORRECT_CLARIFY,Ambiguous mixed intent; selected CORRECT_CLARIFY via tie break order. Also considered: CONFIRM_ACCEPT.,adesanym_annotation.xlsx
mw22_MUL2379.json_6,MUL2379.json,6,I'm sorry neither restaurant has an available table would you like to try another day or time?,Can you try another restaurant?,adesanym,reannotation,dhiraajd,REQUEST,,adesanym_annotation.xlsx
mw22_MUL1457.json_14,MUL1457.json,14,Do you need help with anything else?,"I'm good, thanks for your help!",adesanym,reannotation,dhiraajd,SOCIAL,,adesanym_annotation.xlsx
mw22_MUL2114.json_16,MUL2114.json,16,What day would you like to book the hotel and how long will your stay be?,On second thought I just wanted to find a hotel in the south area. Thanks so much for your help!,adesanym,reannotation,dhiraajd,CORRECT_CLARIFY,,adesanym_annotation.xlsx
mw22_MUL1128.json_12,MUL1128.json,12,Milton Country Park in north and it is free to use.,May I have the phone number for the park please?,adesanym,reannotation,dhiraajd,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL2993.json_2,PMUL2993.json,2,it is located in the east and 2 star rated. has both internet and parking. it is expensive. you can reach them on 01223866800.its postal code is cb13Ih located in 15-17 norman way coldharms business park,"I want to book 3 nights there, please.",adesanym,reannotation,dhiraajd,CONFIRM_ACCEPT,"Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: REQUEST, INFORM_CONSTRAINT.",adesanym_annotation.xlsx
mw22_PMUL0257.json_12,PMUL0257.json,12,"Sure, what type of restaurant are you looking for?",I need something moderately priced in the centre. What would you recommend?,adesanym,reannotation,dhiraajd,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL4048.json_4,PMUL4048.json,4,"Cineworld Cinema in the south side is located at Cambridge Leisure Park, Clifton Way CB17DY and their phone number is 00872208000. Is there any other information I can get you?",What's the postcode and enterance fee?,adesanym,reannotation,dhiraajd,REQUEST,,adesanym_annotation.xlsx
mw22_SNG0947.json_2,SNG0947.json,2,I have 17 hotels in the moderate range that offer internet access. Do you have a particular part of town you wish to stay in?,I prefer the eastern part of town and something that is 4-star rated.,adesanym,reannotation,dhiraajd,INFORM_CONSTRAINT,Ambiguous mixed intent; selected INFORM_CONSTRAINT via tie break order. Also considered: SOCIAL.,adesanym_annotation.xlsx
mw22_MUL1112.json_2,MUL1112.json,2,OK. There are four different boats to choose from. What area of town were you thinking?,It doesn't really matter. Can you recommend one?,adesanym,reannotation,dhiraajd,REQUEST,,adesanym_annotation.xlsx
mw22_MUL0067.json_12,MUL0067.json,12,"Yes, I have found three restaurants matching your inquest.",I would like the one closest to the alexander bed and breakfast please.,adesanym,reannotation,dhiraajd,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL1822.json_8,PMUL1822.json,8,"There are many places to stay, could you give me some preferences to find the best one for you?","Three stars, moderate price range.",adesanym,reannotation,dhiraajd,INFORM_CONSTRAINT,,adesanym_annotation.xlsx
mw22_SSNG0258.json_2,SSNG0258.json,2,"There are 32 hotels/guesthouses that offer free wifi, do you want to stay on a specific side of town, or a specific amenity you want?",I would like to be in the south and I prefer a guesthouse.,adesanym,reannotation,dhiraajd,CORRECT_CLARIFY,Ambiguous mixed intent; selected CORRECT_CLARIFY via tie break order. Also considered: CONFIRM_ACCEPT.,adesanym_annotation.xlsx
mw22_MUL1605.json_4,MUL1605.json,4,I have 4 modern european restaurants in the center of town. I recommend the Riverside Brasserie.,What is the postcode of that resturant?,adesanym,reannotation,dhiraajd,REQUEST,,adesanym_annotation.xlsx
mw22_MUL1248.json_6,MUL1248.json,6,"Yes, there are 3: bridge guest house, hamilton lodge, and hobsons house.",How about the bridge guest house for 5 people for 2 nights starting on tuesday?,adesanym,reannotation,dhiraajd,REQUEST,,adesanym_annotation.xlsx
mw22_MUL1643.json_14,MUL1643.json,14,What day and time would you like travel?,I would like to leave Wednesday after 20:00.,adesanym,reannotation,dhiraajd,INFORM_CONSTRAINT,,adesanym_annotation.xlsx
mw22_SNG0842.json_6,SNG0842.json,6,Rosa's bed and breakfast is a guesthouse in the south area that meets your preferences. Would you like me to make a reservation for you?,"Yes, that will work.",adesanym,reannotation,dhiraajd,CONFIRM_ACCEPT,,adesanym_annotation.xlsx
mw22_PMUL2222.json_8,PMUL2222.json,8,Booking was successful. The table will be reserved for 15 minutes.Reference number is : GW3LQPRE .,I also need the area and address of an attraction called Old Schools please.,adesanym,reannotation,dhiraajd,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_PMUL2750.json_2,PMUL2750.json,2,There are lots of fun places in town. What would you like to do today?,It does not really matter can you suggest one?,adesanym,reannotation,dhiraajd,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL4392.json_2,PMUL4392.json,2,Would you like to look into a hotel?,"uhm, no. that's your job, weirdo. also, i need a train.",adesanym,reannotation,dhiraajd,CORRECT_CLARIFY,Ambiguous mixed intent; selected CORRECT_CLARIFY via tie break order. Also considered: CONFIRM_ACCEPT.,adesanym_annotation.xlsx
mw22_PMUL1974.json_10,PMUL1974.json,10,How many tickets are you needing?,"I'm sorry, I just needed the train info. However, I need a place to stay in the North preferably with parking. Can you assist?",adesanym,reannotation,dhiraajd,REQUEST,,adesanym_annotation.xlsx
mw22_WOZ20545.json_4,WOZ20545.json,4,"I'm sorry, there are no restaurants listed serving Christmas food. Would you like to try a different kind of food?",How about british food?,adesanym,reannotation,dhiraajd,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL0052.json_18,PMUL0052.json,18,Okay. I've booked a taxi for you. It'll be a yellow lexus and the contact number is 07801886354,Thank you. That is all I need.,adesanym,reannotation,dhiraajd,SOCIAL,,adesanym_annotation.xlsx
mw22_PMUL4625.json_4,PMUL4625.json,4,Castle Galleries is located in the centre of town and are free to enter.,"OK, that sounds great. I also need a train to get me to Cambridge.",adesanym,reannotation,dhiraajd,CONFIRM_ACCEPT,,adesanym_annotation.xlsx
mw22_MUL2113.json_2,MUL2113.json,2,"Certainly! First, can you confirm the day you are traveling and the destination you are traveling to?",I'll be going to Cambridge on Saturday.,adesanym,reannotation,dhiraajd,INFORM_CONSTRAINT,,adesanym_annotation.xlsx
mw22_PMUL1436.json_14,PMUL1436.json,14,Okay your train reference number is YXCN2XHO . Is there anything else you need?,"No that's all for today, thank you.",adesanym,reannotation,dhiraajd,SOCIAL,,adesanym_annotation.xlsx
mw22_MUL1372.json_8,MUL1372.json,8,Yes they do.,What is the star of the hotel?,adesanym,reannotation,dhiraajd,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL3537.json_10,PMUL3537.json,10,What area would you like to be in?,"I don't know the city, so I don't really care about the location within town. Can you recommend an area?",adesanym,reannotation,dhiraajd,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL1791.json_18,PMUL1791.json,18,There are two hotels that meet your needs. I highly suggest the Cambridge Belfry. Yes there is public transportation.,Let's go with that. What's the address?,adesanym,reannotation,dhiraajd,REQUEST,,adesanym_annotation.xlsx
mw22_MUL0447.json_4,MUL0447.json,4,There are 6 trains available. What time would you like to depart?,"Departure time doesn't matter, I just want to arrive by 17:00 Monday.",adesanym,reannotation,dhiraajd,INFORM_CONSTRAINT,,adesanym_annotation.xlsx
mw22_SNG01399.json_4,SNG01399.json,4,"Addenbrookes Hospital is on Hills Rd, Cambridge and Postcode CB20QQ. The phone for that unit is 01223274222. Anything else?",I think that will do it. Thanks for the information.,adesanym,reannotation,dhiraajd,SOCIAL,,adesanym_annotation.xlsx
mw22_PMUL2475.json_14,PMUL2475.json,14,Yes. Their phone number is 01223367755.,Great I also need a taxi that will leave the attraction by 16:15,adesanym,reannotation,dhiraajd,INFORM_CONSTRAINT,,adesanym_annotation.xlsx
mw22_MUL0200.json_4,MUL0200.json,4,"I'm sorry, but there are no restaurants that match your criteria. Would you care to broaden your search a bit?",What about Italian food?,adesanym,reannotation,dhiraajd,REQUEST,,adesanym_annotation.xlsx
mw22_MUL1180.json_4,MUL1180.json,4,"Yes, both Ashley Hotel and Lovell Lodge have two stars. They also both offer free internet and parking.",May I have the phone numbers for those hotels?,dhiraajd,initial,,REQUEST,,dhiraajd_annotation.xlsx
mw22_SSNG0026.json_6,SSNG0026.json,6,"In the centre we have Charlie Chan, Rice House, and Golden House that are all quite inexpensive. Would you like me to book a table at one of them?",Yes please. I need a table for 3 people at 18:00 on Thursday.,dhiraajd,initial,,CONFIRM_ACCEPT,,dhiraajd_annotation.xlsx
mw22_PMUL0123.json_18,PMUL0123.json,18,When would you like to leave by?,I would like to leave in time to arrive at the restaurant for my reservation at 11:30.,dhiraajd,initial,,INFORM_CONSTRAINT,,dhiraajd_annotation.xlsx
